Churn,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,BlockedCalls,UnansweredCalls,CustomerCareCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,DroppedBlockedCalls,CallForwardingCalls,CallWaitingCalls,MonthsInService,UniqueSubs,ActiveSubs,ServiceArea,Handsets,HandsetModels,CurrentEquipmentDays,AgeHH1,AgeHH2,ChildrenInHH,HandsetRefurbished,HandsetWebCapable,TruckOwner,RVOwner,Homeownership,BuysViaMailOrder,RespondsToMailOffers,OptOutMailings,NonUSTravel,OwnsComputer,HasCreditCard,RetentionCalls,RetentionOffersAccepted,NewCellphoneUser,NotNewCellphoneUser,ReferralsMadeBySubscriber,IncomeGroup,OwnsMotorcycle,AdjustmentsToCreditRating,HandsetPrice,MadeCallToRetentionTeam,CreditRating,PrizmCode,Occupation,MaritalStatus
1,-0.5052094996508513,-0.6466580402150246,-0.07661959548146274,-0.40139150883977237,-0.41378996023600173,-0.12571796576428226,0.17733206860393871,-0.005437904284842379,0.6621626204590113,2.0,22.7,0.02570615880494924,0.3,8.8,5.0,0.7,49.0,31.3,14.0,0.0,0.0,-1.1996136746785577,1,1,475,1.0,1.0,205.0,50.0,20.0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,6,0,0,0.729346502175374,0,2,0,0,1
0,-0.4370315613025943,0.3228598127745667,-0.4545742249427825,0.3759963640873206,-0.41378996023600173,0.047690886317662336,0.3644042343852976,-0.02572595369354146,0.8501353121969366,7.0,57.7,-0.366751757368111,0.0,128.6,72.0,26.3,130.0,174.3,20.7,0.0,3.0,-0.5873713714337209,4,3,129,1.0,1.0,374.0,46.0,48.0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,9,0,0,0.729346502175374,0,0,0,3,2
0,-0.3267768095182843,-0.667446922053008,0.1333551986637149,-0.40139150883977237,-0.41378996023600173,-0.09511640363217437,-0.17342824223610923,0.022458163652118845,0.36361775711054173,0.0,0.0,-0.366751757368111,0.0,57.0,2.3,0.0,14.7,52.7,9.3,0.0,0.0,-0.5873713714337209,1,1,465,1.0,1.0,374.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0.729346502175374,0,4,0,3,1
0,-1.0828093931821243,-0.799739806476539,-1.5464431544977062,-0.40139150883977237,-0.39305621002357,-0.12571796576428226,0.11887201679726407,0.01231413894776931,-0.6315317873843572,0.0,3.3,-0.366751757368111,0.0,29.8,4.3,3.3,21.0,23.3,0.3,0.0,0.3,-0.9955329069302788,3,3,478,1.0,1.0,267.0,40.0,36.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,6,0,0,0.729346502175374,0,2,0,5,2
0,-0.6231145811508074,-0.9698306578782216,-0.7065439779169956,-0.40139150883977237,-0.41378996023600173,-0.04411380007866126,0.03313060748080791,0.0021701142434197695,-0.4767307471295951,0.0,2.0,-0.366751757368111,0.0,1.6,0.0,0.7,3.0,1.7,1.7,0.0,0.0,-1.1996136746785577,1,1,598,1.0,1.0,205.0,88.0,74.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,0,0,0.729346502175374,0,1,2,5,2
0,-0.38685439875585736,-0.10803701077636274,-0.28659438962664036,-0.40139150883977237,-0.07168308173087791,-0.12571796576428226,0.060411964990589415,-0.253966509541406,-0.4767307471295951,1.3,22.0,-0.366751757368111,0.0,182.8,40.0,15.3,41.7,62.7,3.3,0.0,0.7,-0.7914521391819999,1,1,508,1.0,1.0,313.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729346502175374,0,1,0,3,1
0,-0.5358108185134353,-0.9358124875978852,-0.07661959548146274,-0.40139150883977237,-0.41378996023600173,-0.12571796576428226,-0.02143210753875511,0.030066182180381,-0.5541312672569761,0.0,1.3,-0.366751757368111,0.3,0.6,2.3,0.0,14.7,3.7,1.0,0.0,0.0,-0.5873713714337209,2,2,459,1.0,1.0,374.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.729346502175374,0,1,0,3,1
0,-0.3108011209944353,0.29829113423876813,0.34332999280889254,-0.40139150883977237,-0.41378996023600173,-0.12571796576428226,-0.03702145468720169,0.030066182180381,-0.6647034388675205,26.3,21.0,0.22193511689147935,0.0,110.7,13.7,3.3,22.3,56.0,26.3,0.0,0.0,-0.7914521391819999,2,1,211,1.0,1.0,313.0,54.0,62.0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,7,0,0,0.729346502175374,0,1,1,1,2
1,0.3588277388221087,-0.00409260158644555,-0.07661959548146274,-0.40139150883977237,0.6021638001731539,0.41490963190295677,0.42676162297908393,0.9582444426283637,-0.36615857551905084,1.0,36.3,-0.366751757368111,0.3,109.8,22.3,2.0,98.0,42.7,3.7,0.0,2.3,-0.5873713714337209,1,1,432,1.0,1.0,374.0,42.0,0.0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,6,0,0,0.729346502175374,0,3,3,1,1
0,-1.0960849653357454,-0.7014650923333445,-1.5464431544977062,-0.40139150883977237,-0.41378996023600173,-0.12571796576428226,-0.0643028121969832,0.027530176004293614,-0.6315317873843572,0.3,11.0,-0.3078830699421519,0.0,19.4,23.7,11.0,68.7,27.0,0.7,0.0,0.3,-1.1996136746785577,2,2,337,2.0,2.0,141.0,42.0,34.0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,4,0,0,-0.6121160220210058,0,0,0,6,2
1,-0.3560280701957544,-0.3688429829256095,0.34332999280889254,-0.17671293284928308,-0.41378996023600173,-0.12571796576428226,-0.16563356866188594,0.10614636746300253,-0.5209596157738129,1.0,12.3,-0.11165411185562184,0.0,28.9,19.0,1.0,40.0,94.3,2.3,0.0,0.7,-0.5873713714337209,1,1,386,2.0,1.0,173.0,54.0,54.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,9,0,0,-1.5703035393041342,0,1,3,3,2
0,-0.5358108185134353,-0.06834914544930346,-0.07661959548146274,-0.40139150883977237,-0.41378996023600173,-0.12571796576428226,0.1032826696488175,0.030066182180381,-0.5873029187401395,0.7,11.0,0.08457484623090825,0.0,33.2,18.7,4.7,57.3,37.0,1.3,0.0,0.0,-0.7914521391819999,1,1,129,2.0,2.0,299.0,34.0,42.0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,4,0,0,-1.5703035393041342,0,1,2,3,2
0,-0.9149521588329503,-0.9641609628314989,-0.8745238132331378,-0.40139150883977237,-0.41378996023600173,-0.12571796576428226,0.025335933906584618,0.07571429334995392,-0.5541312672569761,0.0,0.7,-0.366751757368111,0.0,0.0,0.7,0.0,1.0,1.0,1.0,0.0,0.0,-0.7914521391819999,2,2,23,1.0,1.0,313.0,52.0,48.0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,8,0,0,0.729346502175374,0,1,1,4,2
0,-0.21292190257367025,-0.19308243647720408,0.17535015749275043,-0.28905222084452775,-0.41378996023600173,0.4659122354564699,0.305944182578623,0.12897042304778897,1.624140513470747,3.3,53.0,-0.22939148670753992,0.0,72.6,16.7,0.0,154.7,46.7,24.0,0.0,1.0,-0.7914521391819999,1,1,221,1.0,1.0,313.0,40.0,80.0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,6,0,0,0.729346502175374,0,4,2,3,1
0,-0.5202851493846243,-0.334824812645273,-0.07661959548146274,-0.17671293284928308,-0.41378996023600173,-0.12571796576428226,0.130564027158599,0.022458163652118845,0.7727347920695556,1.3,53.7,-0.366751757368111,0.0,71.1,28.7,0.3,53.0,114.7,14.3,0.0,1.0,-0.7914521391819999,2,2,143,1.0,1.0,313.0,26.0,40.0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,6,0,0,0.729346502175374,0,1,2,4,1
0,-0.5331107021432073,-0.6164196666325032,-0.28659438962664036,-0.40139150883977237,-0.41378996023600173,-0.01351223794655339,0.185126742178162,0.0021701142434197695,0.25304558549999745,1.3,46.3,-0.366751757368111,0.0,20.7,9.7,1.7,43.7,34.7,9.7,0.0,0.3,-0.7914521391819999,1,1,45,1.0,1.0,313.0,50.0,30.0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,6,0,0,0.729346502175374,0,4,0,3,0
0,-0.8634249381010994,-0.9849498446694823,-1.126493566207351,-0.40139150883977237,-0.41378996023600173,-0.09511640363217437,0.04482261784214284,0.01992215747603146,-0.6647034388675205,0.0,0.0,-0.366751757368111,0.0,0.3,0.0,0.0,1.0,0.3,0.0,0.0,0.0,-1.1996136746785577,1,1,220,1.0,1.0,205.0,54.0,52.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0.729346502175374,0,1,2,3,2
