Churn,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,BlockedCalls,UnansweredCalls,CustomerCareCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,DroppedBlockedCalls,CallForwardingCalls,CallWaitingCalls,MonthsInService,UniqueSubs,ActiveSubs,ServiceArea,Handsets,HandsetModels,CurrentEquipmentDays,AgeHH1,AgeHH2,ChildrenInHH,HandsetRefurbished,HandsetWebCapable,TruckOwner,RVOwner,Homeownership,BuysViaMailOrder,RespondsToMailOffers,OptOutMailings,NonUSTravel,OwnsComputer,HasCreditCard,RetentionCalls,RetentionOffersAccepted,NewCellphoneUser,NotNewCellphoneUser,ReferralsMadeBySubscriber,IncomeGroup,OwnsMotorcycle,AdjustmentsToCreditRating,HandsetPrice,MadeCallToRetentionTeam,CreditRating,PrizmCode,Occupation,MaritalStatus
0,-0.7830964760868165,-0.5786216996543515,-1.04250364854928,-0.2890522208445278,-0.41378996023600173,-0.12571796576428226,-0.5670592577343853,-0.451774991276222,-0.5873029187401395,0.7,6.3,-0.36675175736811094,0.0,97.2,0.0,0.0,58.0,24.0,1.3,0.0,0.3,4.310567054524975,2,1,658,2.0,2.0,361.0,62.0,0.0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,4,0,0,-0.6121160220210058,1,0,2,4,0
0,-0.9408282740476357,-0.9736104545760369,-1.2524784426944577,-0.4013915088397724,-0.41378996023600173,-0.12571796576428226,0.029233270693696262,0.030066182180381,-0.6315317873843572,0.0,2.7,-0.36675175736811094,0.0,0.0,0.0,0.0,5.0,1.0,0.3,0.0,0.0,4.004445902902556,1,1,610,2.0,1.0,1504.0,40.0,42.0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,5,0,0,-0.6121160220210058,0,3,2,4,2
0,-0.4680828995602165,-0.977390251273852,-0.3705843072847115,-0.4013915088397724,-0.41378996023600173,-0.12571796576428226,0.03702794426791955,0.030066182180381,-0.6647034388675205,0.0,0.0,-0.36675175736811094,0.0,0.4,0.3,0.0,1.3,3.7,0.0,0.0,0.0,4.208526670650835,1,1,352,1.0,1.0,1812.0,26.0,26.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0.729346502175374,0,2,3,1,2
1,0.5282600410539157,1.4870371957016393,1.1832291693896033,0.15581135961664105,-0.41378996023600173,-0.12571796576428226,0.656704493418671,0.2354826824434591,5.085049484880784,7.7,76.0,0.4770327624039685,1.3,200.3,370.3,147.0,555.7,303.7,59.7,0.0,22.7,4.106486286776696,2,2,610,9.0,4.0,458.0,30.0,0.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,6,0,0,-2.145216049674011,0,3,0,3,0
0,-0.9374531285848505,-0.9925094380651127,-1.2524784426944577,-0.4013915088397724,-0.41378996023600173,-0.12571796576428226,0.04482261784214284,0.024994169828206233,-0.6647034388675205,0.0,0.0,-0.36675175736811094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.494243983531859,2,2,563,4.0,3.0,852.0,46.0,54.0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,9,0,1,-2.145216049674011,0,0,0,4,2
0,-0.46695785107262155,0.2964012358898605,0.217345116321786,-0.2890522208445278,-0.41378996023600173,-0.12571796576428226,0.6216284623346662,-0.048550009278327914,0.33044610562737836,1.7,13.0,-0.22939148670753987,0.0,42.2,6.7,0.0,33.3,53.0,10.7,0.0,0.7,3.494243983531859,1,1,563,3.0,2.0,231.0,28.0,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,-0.6121160220210058,0,2,0,3,2
0,-0.6107390477872625,-0.9433720809935154,-0.7065439779169957,-0.2890522208445278,-0.41378996023600173,-0.12571796576428226,0.27866282506884144,0.13150642922387637,-0.6647034388675205,1.0,2.3,-0.36675175736811094,0.0,0.0,0.0,0.0,1.7,1.7,1.0,0.0,0.0,3.9024055190284166,2,2,563,2.0,2.0,601.0,52.0,58.0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,9,0,1,-0.6121160220210058,0,0,0,6,2
0,0.0748655005531306,-0.8072993998721694,0.8052745399282835,0.7130142280730546,-0.41378996023600173,-0.12571796576428226,0.13835870073282228,0.20251460215432313,-0.6647034388675205,0.3,4.0,0.4181640749780095,0.0,0.0,3.7,0.0,7.7,7.3,0.3,0.0,0.0,4.106486286776696,2,2,560,3.0,3.0,464.0,46.0,46.0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,6,0,0,-0.6121160220210058,0,0,0,4,0
0,-0.5288355178903466,-0.9471518776913307,-0.4965691837718181,-0.4013915088397724,-0.41378996023600173,-0.12571796576428226,0.12276935358437571,0.022458163652118845,-0.6647034388675205,0.0,1.0,-0.36675175736811094,0.0,2.4,4.0,1.7,9.3,1.7,0.0,0.0,0.0,3.494243983531859,3,3,630,4.0,3.0,544.0,36.0,34.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,0,0,0.5377089987187483,0,0,0,3,2
0,0.4994587997714836,1.0032232183812975,1.1832291693896033,-0.4013915088397724,-0.41378996023600173,-0.12571796576428226,0.21240809968794352,0.09093033040647822,-0.6647034388675205,0.0,0.0,-0.36675175736811094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.698324751280138,1,1,610,9.0,5.0,388.0,46.0,68.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,1,-0.6121160220210058,0,2,0,4,0
