Churn,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,BlockedCalls,UnansweredCalls,CustomerCareCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,DroppedBlockedCalls,CallForwardingCalls,CallWaitingCalls,MonthsInService,UniqueSubs,ActiveSubs,ServiceArea,Handsets,HandsetModels,CurrentEquipmentDays,AgeHH1,AgeHH2,ChildrenInHH,HandsetRefurbished,HandsetWebCapable,TruckOwner,RVOwner,Homeownership,BuysViaMailOrder,RespondsToMailOffers,OptOutMailings,NonUSTravel,OwnsComputer,HasCreditCard,RetentionCalls,RetentionOffersAccepted,NewCellphoneUser,NotNewCellphoneUser,ReferralsMadeBySubscriber,IncomeGroup,OwnsMotorcycle,AdjustmentsToCreditRating,HandsetPrice,MadeCallToRetentionTeam,CreditRating,PrizmCode,Occupation,MaritalStatus
0,-0.9408282740476356,-0.9849498446694824,-1.2524784426944575,-0.4013915088397724,-0.3310319681888013,-0.1257179657642822,0.0682066385648127,0.030066182180381,-0.6647034388675205,0.0,0.0,-0.3667517573681109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3309920834335346,3,3,241,4.0,3.0,426.0,46.0,46.0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,7,0,0,-2.145216049674011,1,0,3,4,2
0,0.2755741507400785,0.307740625983306,0.5533047869540703,-0.0688672163738482,0.15034505434466844,-0.1257179657642822,-0.2201962836814489,-0.3097586454153285,0.3636177571105417,1.7,40.3,0.1630664294655203,0.3,260.3,10.7,7.7,191.0,41.3,11.0,0.0,0.7,0.3309920834335346,2,2,591,3.0,3.0,388.0,58.0,0.0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,5,0,0,0.3460714952621226,0,4,0,1,2
0,-0.3121511791795495,0.2245850986313722,-0.0766195954814627,1.1533842370144136,-0.1817489666592928,-0.1257179657642822,0.403377602256414,0.6615317200261397,-0.2555864039085065,1.3,13.0,-0.3667517573681109,0.0,90.4,31.3,8.3,59.7,94.0,5.0,0.0,1.7,-0.0771694520630233,1,1,58,1.0,1.0,548.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729346502175374,0,1,2,3,1
0,-0.1107674999000444,-0.9169135041088092,0.7632795810992479,-0.4013915088397724,-0.3310319681888013,-0.1257179657642822,-0.0993788432809879,-0.9412241832610873,-0.6315317873843572,0.0,3.0,-0.3667517573681109,0.0,6.1,3.3,0.3,18.7,3.7,0.3,0.0,0.0,0.3309920834335346,2,2,215,1.0,1.0,655.0,36.0,36.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0.729346502175374,0,1,3,4,2
0,0.4423063366016574,3.2144042866031723,1.6871686753380295,0.0434720716213964,-0.32273846810382867,-0.1257179657642822,1.556989291241461,0.0275301760042936,1.4029961702496585,0.7,110.3,-0.3667517573681109,0.0,413.1,195.0,20.3,365.7,398.0,19.3,0.0,0.7,0.3309920834335346,1,1,692,3.0,3.0,77.0,34.0,40.0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,5,0,0,-0.6121160220210058,0,4,3,3,2
0,-0.2327227559553424,-0.3008066423649364,-0.0766195954814627,-0.2890522208445278,-0.30615146793388326,-0.1257179657642822,0.0253359339065846,0.0224581636521188,-0.6647034388675205,0.0,0.0,-0.3667517573681109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3309920834335346,2,2,45,1.0,1.0,655.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729346502175374,0,2,0,3,1
0,0.0010623197668985,0.1565487580706992,0.5533047869540703,0.7130142280730546,-0.26468396750901974,-0.0951164036321743,0.3176361929399579,0.0199221574760314,0.6953342719421747,6.7,21.3,-0.3667517573681109,0.3,160.0,64.0,16.7,68.0,95.3,19.0,0.0,0.0,-0.2812502198113024,1,1,39,1.0,1.0,486.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.729346502175374,0,2,0,3,1
1,-0.9826800777861696,-0.3480541010876261,-1.5464431544977064,-0.0688672163738482,-0.29785796784891055,-0.1257179657642822,0.0682066385648127,0.0326021883564683,-0.5209596157738129,2.7,8.3,-0.3667517573681109,0.0,108.1,14.0,6.0,56.7,44.0,4.0,0.0,0.7,-0.2812502198113024,2,2,197,1.0,1.0,486.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729346502175374,0,1,3,3,1
0,-0.0851163943828784,-0.070239043798211,0.3433299928088926,-0.4013915088397724,-0.3310319681888013,-0.1257179657642822,0.130564027158599,0.030066182180381,-0.5541312672569761,5.0,61.7,-0.3667517573681109,0.3,144.0,21.0,12.0,129.3,134.7,6.0,0.0,1.7,0.1269113156852556,1,1,335,2.0,2.0,538.0,42.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.6121160220210058,0,4,0,3,0
0,-0.5488613809695376,0.262383065609524,-0.6645490190879602,0.9331992325437344,-0.11540096597951119,-0.1257179657642822,0.2669708147075065,0.281130793613032,-0.5209596157738129,0.7,15.3,-0.2293914867075398,0.3,114.4,16.3,6.0,53.0,84.0,2.0,0.0,2.3,-0.0771694520630233,1,1,508,3.0,2.0,133.0,54.0,26.0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,9,0,0,0.3460714952621226,0,2,2,3,1
0,-0.1760203121805545,-0.7506024494049418,0.1333551986637149,0.0434720716213964,-0.3310319681888013,-0.1257179657642822,-0.2591696515525654,0.0047061204195071,-0.5873029187401395,0.3,3.7,-0.3667517573681109,0.0,0.6,12.3,1.3,38.3,16.0,1.0,0.0,0.0,0.3309920834335346,2,2,197,1.0,1.0,655.0,48.0,48.0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,7,0,0,0.729346502175374,0,1,3,1,2
0,-0.4840585880840655,-0.4142005432993916,-0.6225540602589247,-0.4013915088397724,-0.19833596682923815,-0.1257179657642822,-0.3020403562107935,-0.0916621142718134,-0.5873029187401395,0.0,2.3,-0.3667517573681109,0.0,153.6,3.3,3.0,6.3,26.0,0.7,0.0,0.0,-0.0771694520630233,2,2,169,1.0,1.0,548.0,40.0,40.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,6,0,0,0.729346502175374,0,1,2,4,2
0,-0.7900717767099056,-0.6107499715857805,-1.0005086897202444,0.155811359616641,-0.16516196648934736,0.1292950520032833,0.8009059545418018,0.8339801400000817,-0.4103874441632686,0.7,7.3,-0.3078830699421519,0.0,49.1,3.3,3.0,31.7,7.0,3.0,0.0,0.0,0.3309920834335346,1,1,465,2.0,1.0,147.0,42.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,-1.5703035393041342,0,1,3,3,1
0,0.7384190985366618,0.4589324938959128,1.183229169389603,5.4941743251506665,-0.3310319681888013,-0.105316924342877,0.7892139441804669,0.1036103612869151,0.4410182772379227,65.3,23.0,-0.2293914867075398,3.3,183.4,25.0,23.7,210.7,102.0,75.3,0.0,3.0,-0.0771694520630233,1,1,396,3.0,2.0,33.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.187028532390883,0,4,0,3,1
