Churn,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,BlockedCalls,UnansweredCalls,CustomerCareCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,DroppedBlockedCalls,CallForwardingCalls,CallWaitingCalls,MonthsInService,UniqueSubs,ActiveSubs,ServiceArea,Handsets,HandsetModels,CurrentEquipmentDays,AgeHH1,AgeHH2,ChildrenInHH,HandsetRefurbished,HandsetWebCapable,TruckOwner,RVOwner,Homeownership,BuysViaMailOrder,RespondsToMailOffers,OptOutMailings,NonUSTravel,OwnsComputer,HasCreditCard,RetentionCalls,RetentionOffersAccepted,NewCellphoneUser,NotNewCellphoneUser,ReferralsMadeBySubscriber,IncomeGroup,OwnsMotorcycle,AdjustmentsToCreditRating,HandsetPrice,MadeCallToRetentionTeam,CreditRating,PrizmCode,Occupation,MaritalStatus
1,0.14259341950634974,1.6816967256391206,0.5533047869540701,1.6027413889953923,-0.28938745896141127,-0.12571796576428226,-5.4699089359208335,-2.0773549501482353,1.3587673016054407,0.7,106.3,1.8506354690096796,8.3,544.9,71.3,53.3,284.3,346.3,19.0,0.0,20.0,-0.6894117553078604,2,2,154,1.0,1.0,378.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.729346502175374,0,5,0,3,1
1,0.12661773098250087,1.5966512999382794,1.6031787576799583,1.0455385205389789,-0.41378996023600173,-0.12571796576428226,-0.274758998701012,-1.2100408379263499,0.9164786151632633,0.3,51.0,0.22193511689147935,0.3,539.1,42.0,3.3,259.0,237.3,14.7,0.0,14.7,-0.4853309875595814,1,1,600,3.0,2.0,117.0,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1.9535785462173856,1,6,0,3,1
0,-0.6372901920945043,-0.31592582915619716,-0.28659438962664036,-0.17671293284928308,-0.41378996023600173,-0.12571796576428226,0.130564027158599,0.01738615129994408,-0.6315317873843572,0.7,20.0,0.4181640749780095,0.0,23.2,28.0,6.0,83.7,21.3,1.0,0.0,0.0,-0.2812502198113024,2,2,310,1.0,1.0,485.0,32.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0.729346502175374,0,1,2,4,0
0,-1.0794342477193395,-0.7411529576604039,-1.5464431544977062,-0.06886721637384821,-0.41378996023600173,-0.12571796576428226,0.5787577576764381,0.08332231187821607,-0.5209596157738129,0.7,9.3,-0.366751757368111,0.0,7.1,3.7,0.0,15.3,16.0,2.0,0.0,0.0,-0.8934925230561394,3,3,691,1.0,1.0,316.0,42.0,0.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,8,0,0,0.729346502175374,0,1,0,3,0
0,-0.18817083584658037,-0.9925094380651127,0.5533047869540701,-0.40139150883977237,-0.41378996023600173,-0.12571796576428226,0.04482261784214284,0.01992215747603146,-0.6647034388675205,0.0,0.0,-0.366751757368111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8934925230561394,1,1,420,1.0,1.0,316.0,38.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729346502175374,0,3,0,3,1
1,-0.6422404054399223,-0.5578328178163681,-0.28659438962664036,-0.40139150883977237,-0.41378996023600173,-0.12571796576428226,-0.04091879147431333,0.022458163652118845,0.25304558549999745,0.0,8.3,-0.11165411185562184,0.3,20.2,5.7,3.3,29.3,28.3,8.3,0.0,0.0,-0.8934925230561394,1,1,45,1.0,1.0,316.0,56.0,78.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,5,0,0,0.729346502175374,0,1,2,3,2
1,0.8923257316396577,0.9125080976337333,0.5533047869540701,-0.28905222084452775,0.9650044288907095,-0.06451484150006652,-1.0035609778908894,-1.7806422275460114,-0.22241475242534323,3.3,31.0,0.5555243456385807,0.0,191.5,60.3,8.0,122.7,105.7,7.3,0.0,5.7,-0.6894117553078604,1,1,260,1.0,1.0,378.0,50.0,0.0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,5,0,0,0.729346502175374,1,1,3,3,1
0,0.29199985865896577,0.18678713165322058,0.5533047869540701,0.8208599445484897,-0.3412218344924906,1.5675684722123533,1.3465331047374318,-0.16774229955443498,0.18670228253367077,4.7,29.0,-0.366751757368111,4.7,237.9,46.0,9.3,127.7,85.3,12.3,0.0,0.0,-0.8934925230561394,1,1,235,1.0,1.0,316.0,50.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.729346502175374,0,1,3,3,1
1,-0.5583117882653353,-0.9169135041088092,-0.28659438962664036,-0.40139150883977237,-0.41378996023600173,-0.12571796576428226,0.013643923545249686,0.030066182180381,-0.6647034388675205,0.0,2.3,-0.366751757368111,0.0,24.9,0.3,0.3,11.7,8.7,0.0,0.0,0.0,-0.6894117553078604,1,1,358,1.0,1.0,378.0,22.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0.729346502175374,0,2,2,3,0
0,-0.13214342116434932,0.058274043927504765,-0.28659438962664036,-0.06886721637384821,-0.20645245811168428,-0.12571796576428226,0.09938533286170585,0.04781822541299269,-0.4767307471295951,0.7,35.3,-0.22939148670753992,0.0,111.0,5.7,3.7,72.7,45.0,2.3,0.0,0.7,-0.2812502198113024,1,1,691,2.0,2.0,208.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0.5377089987187483,0,4,2,3,1
