Churn,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,BlockedCalls,UnansweredCalls,CustomerCareCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,DroppedBlockedCalls,CallForwardingCalls,CallWaitingCalls,MonthsInService,UniqueSubs,ActiveSubs,ServiceArea,Handsets,HandsetModels,CurrentEquipmentDays,AgeHH1,AgeHH2,ChildrenInHH,HandsetRefurbished,HandsetWebCapable,TruckOwner,RVOwner,Homeownership,BuysViaMailOrder,RespondsToMailOffers,OptOutMailings,NonUSTravel,OwnsComputer,HasCreditCard,RetentionCalls,RetentionOffersAccepted,NewCellphoneUser,NotNewCellphoneUser,ReferralsMadeBySubscriber,IncomeGroup,OwnsMotorcycle,AdjustmentsToCreditRating,HandsetPrice,MadeCallToRetentionTeam,CreditRating,PrizmCode,Occupation,MaritalStatus
0,-0.9408282740476357,-0.9849498446694823,-1.2524784426944577,-0.4013915088397724,-0.41378996023600173,-0.12571796576428226,0.0682066385648127,0.030066182180381,-0.6647034388675205,0.0,0.0,-0.36675175736811094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3309920834335346,3,3,241,4.0,3.0,426.0,46.0,46.0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,7,0,0,-2.145216049674011,1,0,3,4,2
0,0.2755741507400785,0.30774062598330604,0.5533047869540703,-0.06886721637384825,0.1252875452872237,-0.12571796576428226,-0.22019628368144897,-0.30975864541532855,0.36361775711054173,1.7,40.3,0.16306642946552038,0.3,260.3,10.7,7.7,191.0,41.3,11.0,0.0,0.7,0.3309920834335346,2,2,591,3.0,3.0,388.0,58.0,0.0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,5,0,0,0.3460714952621226,0,4,0,1,2
0,-0.3121511791795495,0.22458509863137227,-0.07661959548146274,1.1533842370144136,-0.227186208324116,-0.12571796576428226,0.40337760225641406,0.6615317200261397,-0.2555864039085065,1.3,13.0,-0.36675175736811094,0.0,90.4,31.3,8.3,59.7,94.0,5.0,0.0,1.7,-0.07716945206302339,1,1,58,1.0,1.0,548.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729346502175374,0,1,2,3,1
0,-0.11076749990004442,-0.9169135041088092,0.7632795810992479,-0.4013915088397724,-0.41378996023600173,-0.12571796576428226,-0.09937884328098799,-0.9412241832610871,-0.6315317873843572,0.0,3.0,-0.36675175736811094,0.0,6.1,3.3,0.3,18.7,3.7,0.3,0.0,0.0,0.3309920834335346,2,2,215,1.0,1.0,655.0,36.0,36.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0.729346502175374,0,1,3,4,2
0,0.44230633660165747,3.2144042866031723,1.6871686753380297,0.0434720716213964,-0.40342308512978586,-0.12571796576428226,1.5569892912414607,0.027530176004293614,1.4029961702496583,0.7,110.3,-0.36675175736811094,0.0,413.1,195.0,20.3,365.7,398.0,19.3,0.0,0.7,0.3309920834335346,1,1,692,3.0,3.0,77.0,34.0,40.0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,5,0,0,-0.6121160220210058,0,4,3,3,2
0,-0.23272275595534248,-0.3008066423649364,-0.07661959548146274,-0.2890522208445278,-0.38268933491735413,-0.12571796576428226,0.025335933906584618,0.022458163652118845,-0.6647034388675205,0.0,0.0,-0.36675175736811094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3309920834335346,2,2,45,1.0,1.0,655.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729346502175374,0,2,0,3,1
0,0.0010623197668985724,0.1565487580706992,0.5533047869540703,0.7130142280730546,-0.33085495938627474,-0.09511640363217437,0.3176361929399579,0.01992215747603146,0.6953342719421747,6.7,21.3,-0.36675175736811094,0.3,160.0,64.0,16.7,68.0,95.3,19.0,0.0,0.0,-0.2812502198113024,1,1,39,1.0,1.0,486.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.729346502175374,0,2,0,3,1
1,-0.9826800777861695,-0.3480541010876261,-1.5464431544977064,-0.06886721637384825,-0.37232245981113826,-0.12571796576428226,0.0682066385648127,0.03260218835646839,-0.5209596157738129,2.7,8.3,-0.36675175736811094,0.0,108.1,14.0,6.0,56.7,44.0,4.0,0.0,0.7,-0.2812502198113024,2,2,197,1.0,1.0,486.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729346502175374,0,1,3,3,1
0,-0.0851163943828784,-0.07023904379821104,0.3433299928088926,-0.4013915088397724,-0.41378996023600173,-0.12571796576428226,0.130564027158599,0.030066182180381,-0.5541312672569761,5.0,61.7,-0.36675175736811094,0.3,144.0,21.0,12.0,129.3,134.7,6.0,0.0,1.7,0.1269113156852556,1,1,335,2.0,2.0,538.0,42.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.6121160220210058,0,4,0,3,0
0,-0.5488613809695376,0.262383065609524,-0.6645490190879602,0.9331992325437343,-0.14425120747438902,-0.12571796576428226,0.26697081470750655,0.28113079361303206,-0.5209596157738129,0.7,15.3,-0.22939148670753987,0.3,114.4,16.3,6.0,53.0,84.0,2.0,0.0,2.3,-0.07716945206302339,1,1,508,3.0,2.0,133.0,54.0,26.0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,9,0,0,0.3460714952621226,0,2,2,3,1
